

央视,#genre#
CCTV-3 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231682/index.m3u8
CCTV-4 HD,http://117.148.179.160/PLTV/88888888/224/3221231726/index.m3u8
CCTV-5 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226146/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226151/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226224/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226401/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226146/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226151/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226224/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226401/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231702/index.m3u8
CCTV-5+ HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226253/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226273/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226253/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226273/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231459/index.m3u8
CCTV-6 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226148/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226226/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226148/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226226/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231724/index.m3u8
CCTV-7 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV-8 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226150/index.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226257/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226150/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226257/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
CCTV-9 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231697/index.m3u8
CCTV-10 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226227/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226164/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226164/index.m3u8
CCTV-11 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8
CCTV-12 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231660/index.m3u8
CCTV-13 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226166/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226166/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231648/index.m3u8
CCTV-14 HD,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8
CCTV-15 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226460/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231693/index.m3u8#http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV-16 HD,https://live.olympicchannelchina.cn/aoyun/4kcctv16_1td.m3u8#http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8#http://113.142.75.96/tc.cdn.hunancatv.com/live/CCTV16HD.m3u8#http://121.18.168.210/livetestcdn.cctv.cn/hls/CCTV16HD/playlist.m3u8#https://live.olympicchannelchina.cn:443/aoyun/cctv16_1td.m3u8#https://live.olympicchannelchina.cn:443/aoyun/cctv16_1ud.m3u8#http://59.49.72.48/live.aishang.ctlcdn.com/00000110240388_1/encoder/0/playlist.m3u8?CONTENTID=00000110240388_1#http://ccav.smymi.com:4000/rtp/239.93.42.53:5140#https://live.olympicchannelchina.cn:443/aoyun/cctv16_1hd.m3u8#https://live.olympicchannelchina.cn:443/aoyun/cctv16_1md.m3u8#https://cctvalih5ca.v.myalicdn.com/live/cctv16_2/index.m3u8
CCTV-17 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231739/index.m3u8
CETV-1 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231714/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8

卫视高清,#genre#
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhchinese/index.m3u8#http://zb.ios.ifeng.com/live/05QGDA0CIRK/index.m3u8
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8#http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhzixun/index.m3u8#https://zb.ios.ifeng.com/live/05QGCOB3T34/index.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804
北京卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231732/index.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226161/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226161/index.m3u8
湖南卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226193/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226193/index.m3u8
湖北卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231888/index.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226240/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226159/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226159/index.m3u8
浙江卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226504/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226504/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226144/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226144/index.m3u8
东方卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226237/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226364/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226364/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226155/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226155/index.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8
江苏卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231447/index.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226366/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226366/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226157/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8
安徽卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226499/1.m3u8
安徽卫视 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226499/1.m3u8
安徽卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226205/index.m3u8
安徽卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226205/index.m3u8
山东卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226244/1.m3u8
山东卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226501/1.m3u8
山东卫视 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226501/1.m3u8
山东卫视 HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226244/1.m3u8
山东卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226162/index.m3u8
山东卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226162/index.m3u8
天津卫视 HD,http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8
天津卫视 HD,http://111.40.196.9/PLTV/88888888/224/3221225604/index.m3u8
天津卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
天津卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
天津卫视 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
天津卫视 HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
天津卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226191/index.m3u8
天津卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226303/index.m3u8
天津卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226191/index.m3u8
广东卫视 HD,http://111.40.196.9/PLTV/88888888/224/3221225508/index.m3u8
广东卫视 HD,http://111.40.196.9/PLTV/88888888/224/3221225600/index.m3u8
广东卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231891/index.m3u8
广东卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
广东卫视 HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
广东卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226180/index.m3u8
广东卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226180/index.m3u8
深圳卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226245/1.m3u8
深圳卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226199/index.m3u8
深圳卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226199/index.m3u8
江西卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231964/index.m3u8
江西卫视 HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226243/1.m3u8
江西卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226207/index.m3u8
江西卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226207/index.m3u8
黑龙江卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
黑龙江卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江卫视 HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
黑龙江卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226142/index.m3u8
黑龙江卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226142/index.m3u8
辽宁卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226500/1.m3u8
辽宁卫视 HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226500/1.m3u8
辽宁卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8
辽宁卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226209/index.m3u8
甘肃卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
四川卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231885/index.m3u8
东南卫视 HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226496/1.m3u8
东南卫视 HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
东南卫视 HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226496/1.m3u8
东南卫视 HD,http://39.134.39.37/PLTV/88888888/224/3221226182/index.m3u8
东南卫视 HD,http://39.134.39.39/PLTV/88888888/224/3221226182/index.m3u8

北京,#genre#
北京卫视 HD,http://117.148.179.160/PLTV/88888888/224/3221231732/index.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226161/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226161/index.m3u8
北京新闻HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京生活HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京影视HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京文艺HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京青年HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
北京纪实HD,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京国际HD,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226510/1.m3u8
北京财经HD,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
卡酷少儿HD,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
IPTV4K超清,http://39.134.134.85/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
IPTV淘娱乐,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
IPTV淘电影,http://39.134.134.85/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
IPTV淘剧场,http://39.134.134.85/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
IPTV淘BABY,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
IPTV萌宠TV,http://39.134.134.85/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
IPTV大健康,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226556/1.m3u8

湖南,#genre#
湖南卫视,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8#http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226193/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226193/index.m3u8
湖南经视,http://124.232.231.246:6610/000000001001/201500000068/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南经视,http://124.232.231.246:6610/000000001001/201500000234/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南都市,http://124.232.231.246:6610/000000001001/201500000151/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南都市,http://124.232.231.246:6610/000000001001/201500000235/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南电视剧,http://124.232.231.246:6610/000000001001/201500000155/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南电视剧,http://124.232.231.246:6610/000000001001/201500000236/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南电影,http://124.232.231.246:6610/000000001001/201500000216/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南电影,http://124.232.231.246:6610/000000001001/201500000237/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南公共,http://124.232.231.246:6610/000000001001/201500000222/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南公共,http://124.232.231.246:6610/000000001001/201500000241/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南娱乐,http://124.232.231.246:6610/000000001001/201500000152/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南娱乐,http://124.232.231.246:6610/000000001001/201500000239/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南国际,http://124.232.231.246:6610/000000001001/201500000153/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南国际,http://124.232.231.246:6610/000000001001/201500000242/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
长沙政法频道,http://124.232.231.246:6610/000000001001/201500000229/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
长沙新闻频道,http://124.232.231.246:6610/000000001001/201500000232/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
浏阳电视台,http://124.232.231.246:6610/000000001001/201500000334/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湘潭新闻,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
怀化新闻综合,http://zhonghe1.cdn.dingtoo.com/AppName/StreamName.m3u8
怀化公共,http://gonggong1.cdn.dingtoo.com/AppName/StreamName.m3u8
常德新闻,http://player.ioioz.com/1691/hunan/changdem3u8.php?id=changdezh
常德公共,http://player.ioioz.com/1691/hunan/changdem3u8.php?id=changdegg
永州新闻综合,http://stream.21ytv.com/xw/playlist.m3u8#http://stream.21ytv.com/xw/8twnQW67/live.m3u8
永州公共,http://stream.21ytv.com/gg/playlist.m3u8#http://stream.21ytv.com/gg/8twnQW67/live.m3u8

湖北,#genre#
湖北卫视,http://117.148.179.160/PLTV/88888888/224/3221231888/index.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226240/1.m3u8#http://39.134.39.37/PLTV/88888888/224/3221226159/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226159/index.m3u8
湖北综合,http://enshi-live21.cjyun.org/hbtv/hbtv-hbzh.m3u8?auth_key=1640966399-0-0-2ecc091d3ee5ef3094151b78c1132701
湖北经视,http://enshi-live21.cjyun.org/hbtv/hbtv-hbjs.m3u8?auth_key=1640966399-0-0-691ed8ee5498939e45ab54952d15b72b
湖北公共·新闻,http://enshi-live21.cjyun.org/hbtv/hbtv-hbgg.m3u8?auth_key=1640966399-0-0-fcacd730a23128594ac3b607b11c269e
湖北影视,http://enshi-live21.cjyun.org/hbtv/hbtv-hbys.m3u8?auth_key=1640966399-0-0-dbcc07a05631198b1dc8e55e86cb390a
湖北生活,http://enshi-live21.cjyun.org/hbtv/hbtv-hbsh.m3u8?auth_key=1640966399-0-0-e623f572ad934cff19bda1aab94ed404
湖北垄上,http://enshi-live21.cjyun.org/hbtv/hbtv-hbls.m3u8?auth_key=1640966399-0-0-08163271c110e79717ec90e66384f19e
湖北综合,http://cg01.hrtn.net:9090/live/hbzhhd_4000.m3u8
湖北经视,http://cg01.hrtn.net:9090/live/hbjs_1500.m3u8
湖北垄上,http://cg01.hrtn.net:9090/live/hbls_1500.m3u8
湖北公共·新闻,http://cg01.hrtn.net:9090/live/hbgg_1500.m3u8
湖北影视,http://cg01.hrtn.net:9090/live/hbys_1500.m3u8
武汉新闻综合,http://cg01.hrtn.net:9090/live/whtv1_1500.m3u8
武汉电视剧,http://cg01.hrtn.net:9090/live/whtv2hd_4000.m3u8
武汉新闻综合,http://player.ioioz.com/1691/hubei/wuhanm3u8.php?id=wuhan1
武汉文体,http://cg01.hrtn.net:9090/live/whtv5_1500.m3u8
宜昌综合,http://player.ioioz.com/1691/hubei/yichangcjym3u8.php?id=yichangzh
宜昌生活,http://player.ioioz.com/1691/hubei/yichangcjym3u8.php?id=yichanglysh
宜昌公共,http://player.ioioz.com/1691/hubei/yichangcjym3u8.php?id=yichanggg
襄阳新闻,http://player.ioioz.com/1691/hubei/xiangyangm3u8.php?id=xiangyangzh
襄阳经济,http://player.ioioz.com/1691/hubei/xiangyangm3u8.php?id=xiangyangjjsh
襄阳公共,http://player.ioioz.com/1691/hubei/xiangyangm3u8.php?id=xiangyanggg

NEWTV,#genre#
NewTV潮妈辣婆,http://117.148.179.43/PLTV/88888888/224/3221229725/index.m3u8
NewTV潮妈辣婆,http://117.148.179.16/PLTV/88888888/224/3221229031/index.m3u8
NewTV动作电影,http://117.148.179.15/PLTV/88888888/224/3221229034/index.m3u8
NewTV动作电影,http://117.148.179.44/PLTV/88888888/224/3221229672/index.m3u8
NewTV古装剧场,http://112.15.230.59/PLTV/88888888/224/3221229710/index.m3u8
NewTV古装剧场,http://117.148.179.51/PLTV/88888888/224/3221229011/index.m3u8
NewTV怡伴健康,http://117.148.179.32/PLTV/88888888/224/3221229016/index.m3u8
NewTV怡伴健康,http://117.148.179.37/PLTV/88888888/224/3221229692/index.m3u8
NewTV军旅剧场,http://117.148.179.52/PLTV/88888888/224/3221229004/index.m3u8
NewTV军旅剧场,http://117.148.179.37/PLTV/88888888/224/3221229698/index.m3u8
NewTV精品大剧,http://117.148.179.37/PLTV/88888888/224/3221229713/index.m3u8
NewTV精品大剧,http://117.148.179.49/PLTV/88888888/224/3221229017/index.m3u8
