4K频道,#genre#
四川卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225757/1/index.m3u8?fmt=ts2hls
甘肃卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225755/1/index.m3u8?fmt=ts2hls
湖北卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225708/1/index.m3u8?fmt=ts2hls
河北卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225713/1/index.m3u8?fmt=ts2hls
河南卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
重庆卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225686/1/index.m3u8?fmt=ts2hls
金鹰纪实,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225671/1/index.m3u8?fmt=ts2hls
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8


HD频道,#genre#
CCTV1,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV1,http://117.148.179.155/PLTV/88888888/224/3221231471/index.m3u8
CCTV1,http://117.148.179.42/PLTV/88888888/224/3221229818/index.m3u8
CCTV1,http://117.148.179.15/PLTV/88888888/224/3221229840/index.m3u8
CCTV2,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV2,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV3,http://117.148.179.37/PLTV/88888888/224/3221229875/index.m3u8
CCTV3,http://117.148.179.37/PLTV/88888888/224/3221229878/index.m3u8
CCTV3,http://112.15.230.56/PLTV/88888888/224/3221230740/index.m3u8
CCTV3,http://117.148.179.21/PLTV/88888888/224/3221228591/index.m3u8
CCTV3,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV3,http://117.148.179.140/PLTV/88888888/224/3221231528/index.m3u8
CCTV4,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
CCTV4-欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CCTV5,http://117.148.179.154/PLTV/88888888/224/3221232203/index.m3u8
CCTV5,http://117.148.179.139/PLTV/88888888/224/3221232422/index.m3u8
CCTV5,http://117.148.179.142/PLTV/88888888/224/3221232440/index.m3u8
CCTV5,http://112.15.230.51/PLTV/88888888/224/3221230380/index.m3u8
CCTV5,http://112.15.230.55/PLTV/88888888/224/3221230734/index.m3u8
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV5+,http://117.148.179.37/PLTV/88888888/224/3221228822/index.m3u8
CCTV6,http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8
CCTV6,http://117.148.179.37/PLTV/88888888/224/3221229870/index.m3u8
CCTV6,http://117.148.179.37/PLTV/88888888/224/3221229873/index.m3u8
CCTV6,http://112.15.230.45/PLTV/88888888/224/3221230685/index.m3u8
CCTV6,http://117.148.179.29/PLTV/88888888/224/3221228594/index.m3u8
CCTV7,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV8,http://112.15.230.55/PLTV/88888888/224/3221230737/index.m3u8
CCTV8,http://117.148.179.30/PLTV/88888888/224/3221228605/index.m3u8
CCTV8,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
CCTV9,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV10,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV10,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV11,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV12,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV13,http://117.148.179.15/PLTV/88888888/224/3221229690/index.m3u8
CCTV14,http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8
CCTV15,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8
CCTV17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV17,http://117.148.179.17/PLTV/88888888/224/3221229765/index.m3u8
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV女式时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
央视精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN纪录,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN法语,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CGTN西班牙语,http://117.148.179.176/PLTV/88888888/224/3221231546/index.m3u8
CGTN阿拉伯语,http://117.148.179.163/PLTV/88888888/224/3221231579/index.m3u8
CGTN俄语,http://117.148.179.179/PLTV/88888888/224/3221231591/index.m3u8
教育1台,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
教育1台,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
教育2台,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
教育3台,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
教育4台,http://112.15.230.48/PLTV/88888888/224/3221230334/index.m3u8
教育4台,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
湖南卫视,http://117.148.179.37/PLTV/88888888/224/3221228824/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://117.148.179.37/PLTV/88888888/224/3221228821/index.m3u8
江苏卫视,http://117.148.179.24/PLTV/88888888/224/3221230035/index.m3u8
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
浙江卫视,http://117.148.179.37/PLTV/88888888/224/3221228837/index.m3u8
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
广东卫视,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8
广东卫视,http://117.148.179.37/PLTV/88888888/224/3221228812/index.m3u8
深圳卫视,http://117.148.179.37/PLTV/88888888/224/3221228825/index.m3u8
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京卫视,http://117.148.179.37/PLTV/88888888/224/3221228828/index.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视,http://117.148.179.37/PLTV/88888888/224/3221228818/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视,http://117.148.179.37/PLTV/88888888/224/3221228834/index.m3u8
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北卫视,http://117.148.179.37/PLTV/88888888/224/3221228815/index.m3u8
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8
黑龙江卫视,http://117.148.179.37/PLTV/88888888/224/3221228827/index.m3u8
安徽卫视,http://112.15.230.43/PLTV/88888888/224/3221230331/index.m3u8
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视,http://117.148.179.37/PLTV/88888888/224/3221228840/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
CCTV1,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225977/index.m3u8
CCTV1,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226190/index.m3u8
CCTV1,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226675/index.m3u8
CCTV1,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226880/index.m3u8
CCTV-1,http://39.135.129.164/PLTV/88888888/224/3221226754/1.m3u8
CCTV1,http://39.135.129.166/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226721/index.m3u8
CCTV1,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226979/index.m3u8
CCTV2,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226178/index.m3u8
CCTV2,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226703/index.m3u8
CCTV2,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226711/index.m3u8
CCTV-2,http://39.135.129.162/PLTV/88888888/224/3221226417/1.m3u8
CCTV3,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226861/index.m3u8
CCTV-3,http://39.135.129.164/PLTV/88888888/224/3221226689/1.m3u8
CCTV4,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226176/index.m3u8
CCTV4,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226692/index.m3u8
CCTV-4 欧洲,http://39.135.129.162/PLTV/88888888/224/3221226731/1.m3u8
CCTV4,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226899/index.m3u8
CCTV5,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226944/index.m3u8
CCTV5,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226864/index.m3u8
CCTV5,http://39.135.129.162/PLTV/88888888/224/3221226802/1.m3u8
CCTV5,http://39.135.129.164/PLTV/88888888/224/3221226714/1.m3u8
CCTV5+,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226745/index.m3u8
CCTV-5+,http://39.135.129.162/PLTV/88888888/224/3221226445/1.m3u8
CCTV6,http://39.135.129.164/PLTV/88888888/224/3221226753/1.m3u8
CCTV7,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226175/index.m3u8
CCTV-7,http://39.135.129.162/PLTV/88888888/224/3221226143/1.m3u8
CCTV-8,http://39.135.129.164/PLTV/88888888/224/3221226116/1.m3u8
CCTV-8,http://39.135.129.166/PLTV/88888888/224/3221226804/1.m3u8
CCTV9,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226734/index.m3u8
CCTV10,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226702/index.m3u8
CCTV-10,http://39.135.129.164/PLTV/88888888/224/3221226462/1.m3u8
CCTV12,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226736/index.m3u8
CCTV-12,http://39.135.129.162/PLTV/88888888/224/3221226439/1.m3u8
CCTV14,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226720/index.m3u8
CCTV-14,http://39.135.129.162/PLTV/88888888/224/3221226464/1.m3u8
CCTV17,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226841/index.m3u8
CCTV-17,http://39.135.129.164/PLTV/88888888/224/3221226594/1.m3u8
CGTN法语,http://39.135.129.164/PLTV/88888888/224/3221226727/1.m3u8
CGTN阿语,http://39.135.129.162/PLTV/88888888/224/3221226729/1.m3u8
CGTN俄语,http://39.135.129.166/PLTV/88888888/224/3221226772/1.m3u8
安徽卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226746/index.m3u8
安徽卫视,http://39.135.129.164/PLTV/88888888/224/3221226447/1.m3u8
北京卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226195/index.m3u8
北京卫视,http://39.135.129.162/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226724/index.m3u8
北京卫视,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226666/index.m3u8
东方卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225976/index.m3u8
东方卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226187/index.m3u8
东方卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226733/index.m3u8
湖北卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226705/index.m3u8
湖南卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225981/index.m3u8
湖南卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226144/index.m3u8
湖南卫视,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226161/index.m3u8
湖南卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226727/index.m3u8
湖南卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226669/index.m3u8
湖南卫视,http://39.135.129.164/PLTV/88888888/224/3221226421/1.m3u8
江苏卫视,http://39.135.129.162/PLTV/88888888/224/3221226638/1.m3u8
江苏卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225989/index.m3u8
江苏卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226160/index.m3u8
江苏卫视,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226672/index.m3u8
江苏卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226902/index.m3u8
吉林卫视,http://39.135.129.164/PLTV/88888888/224/3221226763/1.m3u8
山东卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226739/index.m3u8
山东卫视,http://39.135.129.164/PLTV/88888888/224/3221226486/1.m3u8
深圳卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226725/index.m3u8
深圳卫视,http://39.135.129.166/PLTV/88888888/224/3221226463/1.m3u8
四川卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226728/index.m3u8
重庆卫视,http://39.135.129.164/PLTV/88888888/224/3221226490/1.m3u8
天津卫视,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226742/index.m3u8
浙江卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225975/index.m3u8
浙江卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226134/index.m3u8
浙江卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226700/index.m3u8
浙江卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226795/index.m3u8
重庆卫视,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226737/index.m3u8
金鹰纪实,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226714/index.m3u8
金鹰纪实,http://39.135.129.164/PLTV/88888888/224/3221226459/1.m3u8
辽宁卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226049/index.m3u8
辽宁卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226156/index.m3u8
辽宁卫视,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226731/index.m3u8
辽宁卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226689/index.m3u8

国内二线,#genre#

CCTV-1综合,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/cctv/cctv1hd/2500/index.m3u8?&encrypt=

CCTV-2财经,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/cctv/cctv2hd/3000/index.m3u8?&encrypt=

CCTV-3综艺,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&&encrypt=

CCTV-4中文国际,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/cctv/cctv4hd/3000/index.m3u8?&encrypt=

CCTV-4中文国际-欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?&encrypt= 

CCTV-4中文国际-美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/migu/kailu/20200324/cctv4meihd/51/index.m3u8?&encrypt= 

CCTV-5体育,http://112.15.230.55/PLTV/88888888/224/3221230734/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?&encrypt=
CCTV-5体育,http://39.134.39.39/PLTV/88888888/224/3221226151/index.m3u8
CCTV-5体育,http://39.134.39.39/PLTV/88888888/224/3221226224/index.m3u8

CCTV-5+体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?&encrypt=

CCTV-6电影,http://womlive.cloud.wo.cn/tvlive/100002/otpzod_otpzod,100002_hls_pull_2000K_live.m3u8#http://112.15.230.45/PLTV/88888888/224/3221230685/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?&encrypt=

CCTV-6电影,http://39.134.39.39/PLTV/88888888/224/3221226226/index.m3u8

CCTV-7国防军事,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/migu/kailu/20200324/cctv7hd/51/index.m3u8?&encrypt=

CCTV-8电视剧,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?&encrypt=
CCTV-8电视剧,http://39.134.39.39/PLTV/88888888/224/3221226257/index.m3u8

CCTV-9纪录,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8#http://39.134.32.31/live.cache.cmvideo.cn:8088/migu/kailu/20200324/cctv9hd/51/index.m3u8?&encrypt=

